run_id, epoch_idx, optimizer_name, batch_size, lr, ta, tl, va, vl
mlp_1x512_bs32_sgd_lr0_0005,49,sgd,32,0.0005,0.7429,0.7912,0.876,0.4602
mlp_1x512_bs32_sgd_lr0_0005,50,sgd,32,0.0005,0.7478,0.7822,0.8767,0.4463
mlp_1x512_bs256_adam_lr0_01,1,adam,256,0.01,0.4069,1.8695,0.634,1.1532
mlp_1x512_bs256_adam_lr0_01,2,adam,256,0.01,0.5761,1.3139,0.724,0.8588
mlp_1x512_bs256_adam_lr0_01,3,adam,256,0.01,0.6239,1.1374,0.7573,0.785
mlp_1x512_bs256_adam_lr0_01,4,adam,256,0.01,0.6488,1.0488,0.776,0.7171
mlp_1x512_bs256_adam_lr0_01,5,adam,256,0.01,0.6687,0.9976,0.7853,0.6832
mlp_1x512_bs256_adam_lr0_01,6,adam,256,0.01,0.6843,0.964,0.7913,0.66
mlp_1x512_bs256_adam_lr0_01,7,adam,256,0.01,0.6884,0.9375,0.812,0.6204
mlp_1x512_bs256_adam_lr0_01,8,adam,256,0.01,0.6961,0.9138,0.8007,0.6252
mlp_1x512_bs256_adam_lr0_01,9,adam,256,0.01,0.6939,0.9203,0.8173,0.6089
mlp_1x512_bs256_adam_lr0_01,10,adam,256,0.01,0.706,0.8961,0.8247,0.5917
mlp_1x512_bs256_adam_lr0_01,11,adam,256,0.01,0.7067,0.8855,0.8253,0.5856
mlp_1x512_bs256_adam_lr0_01,12,adam,256,0.01,0.7087,0.8818,0.8373,0.5761
mlp_1x512_bs256_adam_lr0_01,13,adam,256,0.01,0.7075,0.8793,0.8127,0.5768
mlp_1x512_bs256_adam_lr0_01,14,adam,256,0.01,0.7131,0.8647,0.8273,0.5712
mlp_1x512_bs256_adam_lr0_01,15,adam,256,0.01,0.7167,0.8487,0.8213,0.5774
mlp_1x512_bs256_adam_lr0_01,16,adam,256,0.01,0.7143,0.8513,0.812,0.5785
mlp_1x512_bs256_adam_lr0_01,17,adam,256,0.01,0.7163,0.8511,0.832,0.5651
mlp_1x512_bs256_sgd_lr0_01,1,sgd,256,0.01,0.3084,2.1728,0.4827,1.9541
mlp_1x512_bs256_sgd_lr0_01,2,sgd,256,0.01,0.4638,1.7041,0.6,1.3244
mlp_1x512_bs256_sgd_lr0_01,3,sgd,256,0.01,0.5386,1.4853,0.6733,1.1292
mlp_1x512_bs256_sgd_lr0_01,4,sgd,256,0.01,0.5843,1.3398,0.716,1.0016
mlp_1x512_bs256_sgd_lr0_01,5,sgd,256,0.01,0.6229,1.2236,0.7553,0.8928
mlp_1x512_bs256_sgd_lr0_01,6,sgd,256,0.01,0.6474,1.1452,0.7653,0.8284
mlp_1x512_bs256_sgd_lr0_01,7,sgd,256,0.01,0.6598,1.0782,0.7767,0.7791
mlp_1x512_bs256_sgd_lr0_01,8,sgd,256,0.01,0.674,1.023,0.8,0.7205
mlp_1x512_bs256_sgd_lr0_01,9,sgd,256,0.01,0.6917,0.9881,0.8093,0.6842
mlp_1x512_bs256_sgd_lr0_01,10,sgd,256,0.01,0.6983,0.9503,0.818,0.6582
mlp_1x512_bs256_sgd_lr0_01,11,sgd,256,0.01,0.7032,0.9223,0.832,0.6241
mlp_1x512_bs256_sgd_lr0_01,12,sgd,256,0.01,0.7191,0.888,0.8347,0.6002
mlp_1x512_bs256_sgd_lr0_01,13,sgd,256,0.01,0.7173,0.8783,0.8407,0.5859
mlp_1x512_bs256_sgd_lr0_01,14,sgd,256,0.01,0.7228,0.8545,0.844,0.5682
mlp_1x512_bs256_sgd_lr0_01,15,sgd,256,0.01,0.7258,0.8433,0.8587,0.5514
mlp_1x512_bs256_sgd_lr0_01,16,sgd,256,0.01,0.7324,0.8179,0.8453,0.5416
mlp_1x512_bs256_sgd_lr0_01,17,sgd,256,0.01,0.7457,0.7999,0.8547,0.5154
mlp_1x512_bs256_sgd_lr0_01,18,sgd,256,0.01,0.7396,0.7898,0.8547,0.5058
mlp_1x512_bs256_sgd_lr0_01,19,sgd,256,0.01,0.753,0.7655,0.8547,0.4997
mlp_1x512_bs256_sgd_lr0_01,20,sgd,256,0.01,0.7554,0.7591,0.8527,0.4931
mlp_1x512_bs256_adam_lr0_001,1,adam,256,0.001,0.388,1.9762,0.5573,1.6594
mlp_1x512_bs256_adam_lr0_001,2,adam,256,0.001,0.519,1.576,0.6513,1.2157
mlp_1x512_bs256_adam_lr0_001,3,adam,256,0.001,0.5746,1.3791,0.7047,1.0542
mlp_1x512_bs256_adam_lr0_001,4,adam,256,0.001,0.6221,1.2333,0.7467,0.9284
mlp_1x512_bs256_adam_lr0_001,5,adam,256,0.001,0.6562,1.1307,0.7633,0.8522
mlp_1x512_bs256_adam_lr0_001,6,adam,256,0.001,0.67,1.0704,0.8,0.7747
mlp_1x512_bs256_adam_lr0_001,7,adam,256,0.001,0.6955,1.0003,0.81,0.7069
mlp_1x512_bs256_adam_lr0_001,8,adam,256,0.001,0.7036,0.9568,0.8153,0.673
mlp_1x512_bs256_adam_lr0_001,9,adam,256,0.001,0.7149,0.9079,0.8313,0.6341
mlp_1x512_bs256_adam_lr0_001,10,adam,256,0.001,0.726,0.8795,0.828,0.6099
mlp_1x512_bs256_adam_lr0_001,11,adam,256,0.001,0.7286,0.8602,0.8467,0.5832
mlp_1x512_bs256_adam_lr0_001,12,adam,256,0.001,0.7324,0.8406,0.8453,0.5719
mlp_1x512_bs256_adam_lr0_001,13,adam,256,0.001,0.7491,0.8045,0.8513,0.5459
mlp_1x512_bs256_adam_lr0_001,14,adam,256,0.001,0.7457,0.793,0.856,0.5293
mlp_1x512_bs256_adam_lr0_001,15,adam,256,0.001,0.7526,0.776,0.856,0.5171
mlp_1x512_bs256_adam_lr0_001,16,adam,256,0.001,0.7548,0.764,0.858,0.4998
mlp_1x512_bs256_adam_lr0_001,17,adam,256,0.001,0.7638,0.7456,0.874,0.4896
mlp_1x512_bs256_adam_lr0_001,18,adam,256,0.001,0.7649,0.7428,0.8713,0.4783
mlp_1x512_bs256_adam_lr0_001,19,adam,256,0.001,0.7756,0.713,0.872,0.4663
mlp_1x512_bs256_adam_lr0_001,20,adam,256,0.001,0.7727,0.7109,0.8733,0.4606
mlp_1x512_bs256_adam_lr0_001,21,adam,256,0.001,0.7727,0.7091,0.8773,0.455
mlp_1x512_bs256_adam_lr0_001,22,adam,256,0.001,0.7782,0.6952,0.8707,0.4481
mlp_1x512_bs256_adam_lr0_001,23,adam,256,0.001,0.7861,0.6828,0.88,0.4334
mlp_1x512_bs256_adam_lr0_001,24,adam,256,0.001,0.7824,0.6745,0.8733,0.441
mlp_1x512_bs256_adam_lr0_001,25,adam,256,0.001,0.7854,0.6715,0.8773,0.4293
mlp_1x512_bs256_adam_lr0_001,26,adam,256,0.001,0.7925,0.6552,0.8813,0.4269
mlp_1x512_bs256_adam_lr0_001,27,adam,256,0.001,0.7918,0.6507,0.886,0.4223
mlp_1x512_bs256_adam_lr0_001,28,adam,256,0.001,0.7929,0.6444,0.8807,0.41
mlp_1x512_bs256_adam_lr0_001,29,adam,256,0.001,0.7984,0.6349,0.8847,0.3943
mlp_1x512_bs256_adam_lr0_001,30,adam,256,0.001,0.7994,0.6314,0.8913,0.4024
mlp_1x512_bs256_adam_lr0_001,31,adam,256,0.001,0.7979,0.6299,0.898,0.3935
mlp_1x512_bs256_adam_lr0_001,32,adam,256,0.001,0.7988,0.6244,0.89,0.3926
mlp_1x512_bs256_adam_lr0_001,33,adam,256,0.001,0.8027,0.6149,0.8933,0.3908
mlp_1x512_bs256_adam_lr0_001,34,adam,256,0.001,0.8073,0.5991,0.8927,0.383
mlp_1x512_bs256_adam_lr0_001,35,adam,256,0.001,0.7998,0.6126,0.8953,0.3809
mlp_1x512_bs256_adam_lr0_001,36,adam,256,0.001,0.8034,0.6112,0.8913,0.3803
mlp_1x512_bs256_sgd_lr0_001,1,sgd,256,0.001,0.1588,2.5934,0.334,2.4929
mlp_1x512_bs256_sgd_lr0_001,2,sgd,256,0.001,0.2928,2.2523,0.4327,1.9937
mlp_1x512_bs256_sgd_lr0_001,3,sgd,256,0.001,0.3458,2.099,0.4713,1.8502
mlp_1x512_bs256_sgd_lr0_001,4,sgd,256,0.001,0.3834,1.9949,0.486,1.7612
mlp_1x512_bs256_sgd_lr0_001,5,sgd,256,0.001,0.4087,1.9257,0.5013,1.6893
mlp_1x512_bs256_sgd_lr0_001,6,sgd,256,0.001,0.4245,1.8759,0.5247,1.6315
mlp_1x512_bs256_sgd_lr0_001,7,sgd,256,0.001,0.4386,1.8292,0.5407,1.5804
mlp_1x512_bs256_sgd_lr0_001,8,sgd,256,0.001,0.454,1.7797,0.55,1.53
mlp_1x512_bs256_sgd_lr0_001,9,sgd,256,0.001,0.4702,1.7462,0.572,1.4924
mlp_1x512_bs256_sgd_lr0_001,10,sgd,256,0.001,0.4833,1.7013,0.5813,1.4514
mlp_1x512_bs256_sgd_lr0_001,11,sgd,256,0.001,0.4873,1.6714,0.5987,1.4183
mlp_1x512_bs256_sgd_lr0_001,12,sgd,256,0.001,0.5028,1.6289,0.612,1.3835
mlp_1x512_bs256_sgd_lr0_001,13,sgd,256,0.001,0.5162,1.606,0.6153,1.3504
mlp_1x512_bs256_sgd_lr0_001,14,sgd,256,0.001,0.5248,1.5674,0.6273,1.3159
mlp_1x512_bs256_sgd_lr0_001,15,sgd,256,0.001,0.5308,1.5506,0.6367,1.2855
mlp_1x512_bs256_sgd_lr0_001,16,sgd,256,0.001,0.5374,1.5132,0.65,1.2576
mlp_1x512_bs256_sgd_lr0_001,17,sgd,256,0.001,0.546,1.4868,0.6593,1.2288
mlp_1x512_bs256_sgd_lr0_001,18,sgd,256,0.001,0.5587,1.4589,0.676,1.2045
mlp_1x512_bs256_sgd_lr0_001,19,sgd,256,0.001,0.5625,1.4493,0.6807,1.1828
mlp_1x512_bs256_sgd_lr0_001,20,sgd,256,0.001,0.5729,1.4135,0.686,1.1603
mlp_1x512_bs256_sgd_lr0_001,21,sgd,256,0.001,0.5769,1.3963,0.6947,1.1339
mlp_1x512_bs256_sgd_lr0_001,22,sgd,256,0.001,0.5848,1.3746,0.6993,1.115
mlp_1x512_bs256_sgd_lr0_001,23,sgd,256,0.001,0.5935,1.3503,0.7087,1.0917
mlp_1x512_bs256_sgd_lr0_001,24,sgd,256,0.001,0.5984,1.3367,0.7153,1.0697
mlp_1x512_bs256_sgd_lr0_001,25,sgd,256,0.001,0.6073,1.3153,0.718,1.0546
mlp_1x512_bs256_sgd_lr0_001,26,sgd,256,0.001,0.6092,1.2966,0.726,1.0364
mlp_1x512_bs256_sgd_lr0_001,27,sgd,256,0.001,0.6131,1.2802,0.7387,1.0183
mlp_1x512_bs256_sgd_lr0_001,28,sgd,256,0.001,0.6132,1.277,0.742,1.0049
mlp_1x512_bs256_sgd_lr0_001,29,sgd,256,0.001,0.6236,1.2514,0.7447,0.9884
mlp_1x512_bs256_sgd_lr0_001,30,sgd,256,0.001,0.6321,1.2408,0.748,0.9683
mlp_1x512_bs256_sgd_lr0_001,31,sgd,256,0.001,0.6301,1.2274,0.7527,0.9571
mlp_1x512_bs256_sgd_lr0_001,32,sgd,256,0.001,0.6422,1.1977,0.756,0.9433
mlp_1x512_bs256_sgd_lr0_001,33,sgd,256,0.001,0.6402,1.1927,0.7667,0.9268
mlp_1x512_bs256_sgd_lr0_001,34,sgd,256,0.001,0.646,1.1826,0.7707,0.9163
mlp_1x512_bs256_sgd_lr0_001,35,sgd,256,0.001,0.6468,1.1788,0.776,0.9036
mlp_1x512_bs256_sgd_lr0_001,36,sgd,256,0.001,0.6433,1.1634,0.772,0.8926
mlp_1x512_bs256_sgd_lr0_001,37,sgd,256,0.001,0.6523,1.1512,0.7767,0.881
mlp_1x512_bs256_sgd_lr0_001,38,sgd,256,0.001,0.6593,1.1225,0.7767,0.8682
mlp_1x512_bs256_sgd_lr0_001,39,sgd,256,0.001,0.6669,1.1161,0.7793,0.8592
mlp_1x512_bs256_sgd_lr0_001,40,sgd,256,0.001,0.6673,1.1058,0.786,0.8511
mlp_1x512_bs256_sgd_lr0_001,41,sgd,256,0.001,0.6704,1.0992,0.7873,0.8372
mlp_1x512_bs256_sgd_lr0_001,42,sgd,256,0.001,0.6712,1.0914,0.7913,0.825
mlp_1x512_bs256_sgd_lr0_001,43,sgd,256,0.001,0.6727,1.0784,0.7913,0.8176
mlp_1x512_bs256_sgd_lr0_001,44,sgd,256,0.001,0.6781,1.0674,0.794,0.8042
mlp_1x512_bs256_sgd_lr0_001,45,sgd,256,0.001,0.6767,1.0761,0.7987,0.7971
mlp_1x512_bs256_sgd_lr0_001,46,sgd,256,0.001,0.6806,1.0578,0.8053,0.7878
mlp_1x512_bs256_sgd_lr0_001,47,sgd,256,0.001,0.6788,1.0522,0.8007,0.7818
mlp_1x512_bs256_sgd_lr0_001,48,sgd,256,0.001,0.6874,1.0467,0.8033,0.774
mlp_1x512_bs256_sgd_lr0_001,49,sgd,256,0.001,0.6933,1.0303,0.808,0.7636
mlp_1x512_bs256_sgd_lr0_001,50,sgd,256,0.001,0.6909,1.0177,0.812,0.7551
mlp_1x512_bs256_adam_lr0_0005,1,adam,256,0.0005,0.3588,2.0614,0.5133,1.9106
mlp_1x512_bs256_adam_lr0_0005,2,adam,256,0.0005,0.4872,1.6922,0.596,1.375
mlp_1x512_bs256_adam_lr0_0005,3,adam,256,0.0005,0.539,1.5222,0.6573,1.2132
mlp_1x512_bs256_adam_lr0_0005,4,adam,256,0.0005,0.5777,1.3949,0.6907,1.1082
mlp_1x512_bs256_adam_lr0_0005,5,adam,256,0.0005,0.6079,1.3007,0.7247,1.0146
mlp_1x512_bs256_adam_lr0_0005,6,adam,256,0.0005,0.6405,1.205,0.7533,0.9373
mlp_1x512_bs256_adam_lr0_0005,7,adam,256,0.0005,0.6567,1.1508,0.7647,0.88
mlp_1x512_bs256_adam_lr0_0005,8,adam,256,0.0005,0.6716,1.09,0.7793,0.8303
mlp_1x512_bs256_adam_lr0_0005,9,adam,256,0.0005,0.6892,1.0453,0.8,0.7779
mlp_1x512_bs256_adam_lr0_0005,10,adam,256,0.0005,0.691,1.0116,0.8107,0.7499
mlp_1x512_bs256_adam_lr0_0005,11,adam,256,0.0005,0.7119,0.9666,0.82,0.707
mlp_1x512_bs256_adam_lr0_0005,12,adam,256,0.0005,0.7143,0.9413,0.8267,0.6787
mlp_1x512_bs256_adam_lr0_0005,13,adam,256,0.0005,0.7194,0.9224,0.8347,0.6512
mlp_1x512_bs256_adam_lr0_0005,14,adam,256,0.0005,0.7315,0.8826,0.836,0.6234
mlp_1x512_bs256_adam_lr0_0005,15,adam,256,0.0005,0.7435,0.8539,0.8407,0.6067
mlp_1x512_bs256_adam_lr0_0005,16,adam,256,0.0005,0.7358,0.8468,0.8413,0.5908
mlp_1x512_bs256_adam_lr0_0005,17,adam,256,0.0005,0.7436,0.828,0.848,0.578
mlp_1x512_bs256_adam_lr0_0005,18,adam,256,0.0005,0.7513,0.8114,0.8587,0.558
mlp_1x512_bs256_adam_lr0_0005,19,adam,256,0.0005,0.7548,0.797,0.8607,0.548
mlp_1x512_bs256_adam_lr0_0005,20,adam,256,0.0005,0.7602,0.7864,0.8653,0.5347
mlp_1x512_bs256_adam_lr0_0005,21,adam,256,0.0005,0.7585,0.7824,0.864,0.5263
mlp_1x512_bs256_adam_lr0_0005,22,adam,256,0.0005,0.7643,0.759,0.8687,0.5105
mlp_1x512_bs256_adam_lr0_0005,23,adam,256,0.0005,0.7708,0.7442,0.8687,0.5054
mlp_1x512_bs256_adam_lr0_0005,24,adam,256,0.0005,0.7689,0.7379,0.8727,0.4872
mlp_1x512_bs256_adam_lr0_0005,25,adam,256,0.0005,0.7729,0.7228,0.8693,0.4865
mlp_1x512_bs256_adam_lr0_0005,26,adam,256,0.0005,0.773,0.7194,0.8653,0.4778
mlp_1x512_bs256_adam_lr0_0005,27,adam,256,0.0005,0.7815,0.7086,0.8733,0.4683
mlp_1x512_bs256_adam_lr0_0005,28,adam,256,0.0005,0.7829,0.6864,0.876,0.4603
mlp_1x512_bs256_adam_lr0_0005,29,adam,256,0.0005,0.7814,0.6925,0.8793,0.4519
mlp_1x512_bs256_adam_lr0_0005,30,adam,256,0.0005,0.7792,0.686,0.8807,0.4461
mlp_1x512_bs256_adam_lr0_0005,31,adam,256,0.0005,0.787,0.6806,0.888,0.4415
mlp_1x512_bs256_adam_lr0_0005,32,adam,256,0.0005,0.7856,0.6707,0.8887,0.4313
mlp_1x512_bs256_adam_lr0_0005,33,adam,256,0.0005,0.7904,0.659,0.8893,0.4332
mlp_1x512_bs256_adam_lr0_0005,34,adam,256,0.0005,0.7941,0.6564,0.8913,0.428
mlp_1x512_bs256_adam_lr0_0005,35,adam,256,0.0005,0.7896,0.6579,0.888,0.4266
mlp_1x512_bs256_adam_lr0_0005,36,adam,256,0.0005,0.7988,0.6439,0.8887,0.4158
mlp_1x512_bs256_adam_lr0_0005,37,adam,256,0.0005,0.7986,0.638,0.8887,0.4103
mlp_1x512_bs256_adam_lr0_0005,38,adam,256,0.0005,0.8012,0.6332,0.8927,0.406
mlp_1x512_bs256_adam_lr0_0005,39,adam,256,0.0005,0.8025,0.6267,0.8873,0.4131
mlp_1x512_bs256_adam_lr0_0005,40,adam,256,0.0005,0.8032,0.6211,0.8913,0.4024
mlp_1x512_bs256_adam_lr0_0005,41,adam,256,0.0005,0.7997,0.6277,0.8953,0.405
mlp_1x512_bs256_adam_lr0_0005,42,adam,256,0.0005,0.8072,0.6068,0.8973,0.3953
mlp_1x512_bs256_adam_lr0_0005,43,adam,256,0.0005,0.8053,0.6097,0.896,0.3978
mlp_1x512_bs256_adam_lr0_0005,44,adam,256,0.0005,0.8072,0.6074,0.902,0.3857
mlp_1x512_bs256_adam_lr0_0005,45,adam,256,0.0005,0.811,0.6022,0.9073,0.3781
mlp_1x512_bs256_adam_lr0_0005,46,adam,256,0.0005,0.8007,0.614,0.9027,0.3819
mlp_1x512_bs256_adam_lr0_0005,47,adam,256,0.0005,0.8103,0.6009,0.9027,0.3779
mlp_1x512_bs256_adam_lr0_0005,48,adam,256,0.0005,0.8117,0.5993,0.9027,0.3774
mlp_1x512_bs256_adam_lr0_0005,49,adam,256,0.0005,0.8104,0.596,0.9013,0.3743
mlp_1x512_bs256_adam_lr0_0005,50,adam,256,0.0005,0.8167,0.5875,0.8933,0.3783
mlp_1x512_bs256_sgd_lr0_0005,1,sgd,256,0.0005,0.1271,2.6885,0.222,2.5797
mlp_1x512_bs256_sgd_lr0_0005,2,sgd,256,0.0005,0.23,2.4131,0.3487,2.2075
mlp_1x512_bs256_sgd_lr0_0005,3,sgd,256,0.0005,0.2889,2.2674,0.4113,2.0633
mlp_1x512_bs256_sgd_lr0_0005,4,sgd,256,0.0005,0.3211,2.1744,0.4353,1.97
mlp_1x512_bs256_sgd_lr0_0005,5,sgd,256,0.0005,0.3465,2.1117,0.4507,1.8984
mlp_1x512_bs256_sgd_lr0_0005,6,sgd,256,0.0005,0.3643,2.0603,0.4707,1.8438
mlp_1x512_bs256_sgd_lr0_0005,7,sgd,256,0.0005,0.3855,2.006,0.486,1.7934
mlp_1x512_bs256_sgd_lr0_0005,8,sgd,256,0.0005,0.3895,1.968,0.4953,1.7496
mlp_1x512_bs256_sgd_lr0_0005,9,sgd,256,0.0005,0.4021,1.9439,0.508,1.7091
mlp_1x512_bs256_sgd_lr0_0005,10,sgd,256,0.0005,0.4212,1.9025,0.52,1.6791
mlp_1x512_bs256_sgd_lr0_0005,11,sgd,256,0.0005,0.4241,1.8792,0.5247,1.6467
mlp_1x512_bs256_sgd_lr0_0005,12,sgd,256,0.0005,0.4368,1.8447,0.53,1.6164
mlp_1x512_bs256_sgd_lr0_0005,13,sgd,256,0.0005,0.4408,1.8178,0.538,1.5903
mlp_1x512_bs256_sgd_lr0_0005,14,sgd,256,0.0005,0.4513,1.7985,0.5393,1.5624
mlp_1x512_bs256_sgd_lr0_0005,15,sgd,256,0.0005,0.4539,1.7817,0.546,1.541
mlp_1x512_bs256_sgd_lr0_0005,16,sgd,256,0.0005,0.463,1.7611,0.56,1.518
mlp_1x512_bs256_sgd_lr0_0005,17,sgd,256,0.0005,0.4719,1.7329,0.5673,1.496
mlp_1x512_bs256_sgd_lr0_0005,18,sgd,256,0.0005,0.4779,1.7142,0.5733,1.4753
mlp_1x512_bs256_sgd_lr0_0005,19,sgd,256,0.0005,0.4843,1.6974,0.5773,1.4561
mlp_1x512_bs256_sgd_lr0_0005,20,sgd,256,0.0005,0.4851,1.6881,0.586,1.4362
mlp_1x512_bs256_sgd_lr0_0005,21,sgd,256,0.0005,0.4929,1.6662,0.594,1.4171
mlp_1x512_bs256_sgd_lr0_0005,22,sgd,256,0.0005,0.5007,1.6414,0.6007,1.3965
mlp_1x512_bs256_sgd_lr0_0005,23,sgd,256,0.0005,0.5006,1.6373,0.6047,1.3788
mlp_1x512_bs256_sgd_lr0_0005,24,sgd,256,0.0005,0.508,1.6225,0.6127,1.3609
mlp_1x512_bs256_sgd_lr0_0005,25,sgd,256,0.0005,0.5167,1.5887,0.6187,1.3463
mlp_1x512_bs256_sgd_lr0_0005,26,sgd,256,0.0005,0.5223,1.5874,0.628,1.3302
mlp_1x512_bs256_sgd_lr0_0005,27,sgd,256,0.0005,0.5216,1.5697,0.6313,1.3101
mlp_1x512_bs256_sgd_lr0_0005,28,sgd,256,0.0005,0.5324,1.5526,0.6367,1.3006
mlp_1x512_bs256_sgd_lr0_0005,29,sgd,256,0.0005,0.5321,1.538,0.6433,1.2818
mlp_1x512_bs256_sgd_lr0_0005,30,sgd,256,0.0005,0.54,1.5214,0.648,1.2695
mlp_1x512_bs256_sgd_lr0_0005,31,sgd,256,0.0005,0.5403,1.5107,0.652,1.2552
mlp_1x512_bs256_sgd_lr0_0005,32,sgd,256,0.0005,0.5429,1.4981,0.6573,1.2394
mlp_1x512_bs256_sgd_lr0_0005,33,sgd,256,0.0005,0.5489,1.4881,0.6593,1.2265
mlp_1x512_bs256_sgd_lr0_0005,34,sgd,256,0.0005,0.5503,1.475,0.6593,1.2141
mlp_1x512_bs256_sgd_lr0_0005,35,sgd,256,0.0005,0.5614,1.4531,0.6647,1.2004
mlp_1x512_bs256_sgd_lr0_0005,36,sgd,256,0.0005,0.5646,1.4399,0.6773,1.1896
mlp_1x512_bs256_sgd_lr0_0005,37,sgd,256,0.0005,0.5677,1.4417,0.6813,1.1771
mlp_1x512_bs256_sgd_lr0_0005,38,sgd,256,0.0005,0.568,1.4229,0.6887,1.1625
mlp_1x512_bs256_sgd_lr0_0005,39,sgd,256,0.0005,0.5733,1.4191,0.6953,1.1529
mlp_1x512_bs256_sgd_lr0_0005,40,sgd,256,0.0005,0.5795,1.4052,0.702,1.1377
mlp_1x512_bs256_sgd_lr0_0005,41,sgd,256,0.0005,0.5838,1.3834,0.7067,1.1248
mlp_1x512_bs256_sgd_lr0_0005,42,sgd,256,0.0005,0.5915,1.3742,0.706,1.1172
mlp_1x512_bs256_sgd_lr0_0005,43,sgd,256,0.0005,0.5869,1.3706,0.7087,1.1057
mlp_1x512_bs256_sgd_lr0_0005,44,sgd,256,0.0005,0.5907,1.361,0.7127,1.0944
mlp_1x512_bs256_sgd_lr0_0005,45,sgd,256,0.0005,0.5876,1.3555,0.7147,1.0831
mlp_1x512_bs256_sgd_lr0_0005,46,sgd,256,0.0005,0.5987,1.3357,0.7147,1.0751
mlp_1x512_bs256_sgd_lr0_0005,47,sgd,256,0.0005,0.6021,1.3239,0.72,1.0648
mlp_1x512_bs256_sgd_lr0_0005,48,sgd,256,0.0005,0.603,1.3202,0.7193,1.0582
mlp_1x512_bs256_sgd_lr0_0005,49,sgd,256,0.0005,0.608,1.3026,0.7247,1.0453
mlp_1x512_bs256_sgd_lr0_0005,50,sgd,256,0.0005,0.6101,1.3107,0.726,1.0377
mlp_3x512-256-128_bs32_adam_lr0_01,1,adam,32,0.01,0.3088,2.0976,0.5427,1.4072
mlp_3x512-256-128_bs32_adam_lr0_01,2,adam,32,0.01,0.3815,1.8427,0.5747,1.3571
mlp_3x512-256-128_bs32_adam_lr0_01,3,adam,32,0.01,0.3873,1.8126,0.568,1.3004
mlp_3x512-256-128_bs32_adam_lr0_01,4,adam,32,0.01,0.4006,1.7904,0.586,1.3089
mlp_3x512-256-128_bs32_adam_lr0_01,5,adam,32,0.01,0.3947,1.79,0.5787,1.3261
mlp_3x512-256-128_bs32_adam_lr0_01,6,adam,32,0.01,0.3965,1.8128,0.5593,1.4028
mlp_3x512-256-128_bs32_adam_lr0_01,7,adam,32,0.01,0.4017,1.8054,0.588,1.2726
mlp_3x512-256-128_bs32_adam_lr0_01,8,adam,32,0.01,0.4035,1.7897,0.5893,1.2883
mlp_3x512-256-128_bs32_adam_lr0_01,9,adam,32,0.01,0.4069,1.7961,0.5533,1.343
mlp_3x512-256-128_bs32_adam_lr0_01,10,adam,32,0.01,0.4007,1.7894,0.5873,1.2559
mlp_3x512-256-128_bs32_adam_lr0_01,11,adam,32,0.01,0.3926,1.8177,0.566,1.2724
mlp_3x512-256-128_bs32_adam_lr0_01,12,adam,32,0.01,0.3935,1.7946,0.5733,1.2418
mlp_3x512-256-128_bs32_adam_lr0_01,13,adam,32,0.01,0.3981,1.7962,0.5827,1.2951
mlp_3x512-256-128_bs32_sgd_lr0_01,1,sgd,32,0.01,0.2789,2.1702,0.5633,1.3697
mlp_3x512-256-128_bs32_sgd_lr0_01,2,sgd,32,0.01,0.4178,1.7321,0.64,1.1155
mlp_3x512-256-128_bs32_sgd_lr0_01,3,sgd,32,0.01,0.466,1.5784,0.6893,0.9527
mlp_3x512-256-128_bs32_sgd_lr0_01,4,sgd,32,0.01,0.4999,1.4769,0.7093,0.8609
mlp_3x512-256-128_bs32_sgd_lr0_01,5,sgd,32,0.01,0.5222,1.4058,0.744,0.8132
mlp_3x512-256-128_bs32_sgd_lr0_01,6,sgd,32,0.01,0.5497,1.3214,0.7667,0.731
mlp_3x512-256-128_bs32_sgd_lr0_01,7,sgd,32,0.01,0.5657,1.2654,0.7853,0.6766
mlp_3x512-256-128_bs32_sgd_lr0_01,8,sgd,32,0.01,0.5847,1.2179,0.7787,0.6504
mlp_3x512-256-128_bs32_sgd_lr0_01,9,sgd,32,0.01,0.5964,1.1864,0.7987,0.6178
mlp_3x512-256-128_bs32_sgd_lr0_01,10,sgd,32,0.01,0.6091,1.1496,0.8073,0.5678
mlp_3x512-256-128_bs32_sgd_lr0_01,11,sgd,32,0.01,0.6219,1.1152,0.8313,0.5571
mlp_3x512-256-128_bs32_sgd_lr0_01,12,sgd,32,0.01,0.6177,1.1164,0.822,0.5462
mlp_3x512-256-128_bs32_sgd_lr0_01,13,sgd,32,0.01,0.6258,1.0861,0.8273,0.5285
mlp_3x512-256-128_bs32_sgd_lr0_01,14,sgd,32,0.01,0.6378,1.0426,0.8253,0.5058
mlp_3x512-256-128_bs32_sgd_lr0_01,15,sgd,32,0.01,0.6408,1.0459,0.8387,0.4905
mlp_3x512-256-128_bs32_sgd_lr0_01,16,sgd,32,0.01,0.6509,1.0274,0.82,0.5093
mlp_3x512-256-128_bs32_sgd_lr0_01,17,sgd,32,0.01,0.6622,0.9946,0.858,0.4584
mlp_3x512-256-128_bs32_sgd_lr0_01,18,sgd,32,0.01,0.6662,0.9701,0.8547,0.4572
mlp_3x512-256-128_bs32_sgd_lr0_01,19,sgd,32,0.01,0.6678,0.9674,0.8653,0.4305
mlp_3x512-256-128_bs32_sgd_lr0_01,20,sgd,32,0.01,0.6726,0.9578,0.8627,0.425
mlp_3x512-256-128_bs32_sgd_lr0_01,21,sgd,32,0.01,0.6739,0.9395,0.8627,0.4168
